Japanese,Kana,Romaji,Meaning,Part of speech,Chapter,Register,Usage note,Example 1 (Japanese),Example 1 (English),Example 2 (Japanese),Example 2 (English),Contrast,Misuse note
部屋が散らかっている,ちらかる,chirakaru,The room is messy.,collocation,Home and Housework,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,部屋が散らかっている。,The room is messy.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
体調を崩して寝込んだ,くずす,kuzusu,I got sick and was bedridden.,collocation,Home and Housework,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,体調を崩して寝込んだ。,I got sick and was bedridden.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
個室のある食堂を選んだ,こしつ,koshitsu,I chose a restaurant with private rooms.,collocation,Home and Housework,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,個室のある食堂を選んだ。,I chose a restaurant with private rooms.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
箸休めに酢の物を出した,はしやすめ,hashiyasume,I served a vinegared dish as a palate cleanser.,collocation,Home and Housework,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,箸休めに酢の物を出した。,I served a vinegared dish as a palate cleanser.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
手ごろな値段の定食屋を見つけた,てごろなねだん,tegoro na nedan,I found a set-meal restaurant with reasonable prices.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,手ごろな値段の定食屋を見つけた。,I found a set-meal restaurant with reasonable prices.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
朝ご飯を食べましたか,ごはん,gohan,Did you eat breakfast?,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,朝ご飯を食べましたか。,Did you eat breakfast?,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
とんかつ定食を注文した,とんかつ,tonkatsu,I ordered the tonkatsu set meal.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,とんかつ定食を注文した。,I ordered the tonkatsu set meal.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
駅前の飲食店で食事をした,いんしょくてん,inshokuten,I had a meal at a restaurant near the station.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,駅前の飲食店で食事をした。,I had a meal at a restaurant near the station.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
銘柄米を取り寄せて食べ比べた,めいがらまい,meigaramai,I ordered brand-name rice and did a taste comparison.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,銘柄米を取り寄せて食べ比べた。,I ordered brand-name rice and did a taste comparison.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
値段が高い,たかい,takai,The price is high.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,値段が高い。,The price is high.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
値段が高すぎる,ねだん,nedan,The price is too high.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,値段が高すぎる。,The price is too high.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
株価が下落した,げらく,geraku,Stock prices fell.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,株価が下落した。,Stock prices fell.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
物価が上昇している,じょうしょう,joushou,Prices are rising.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,物価が上昇している。,Prices are rising.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
焼き魚定食を頼んだ,ていしょく,teishoku,I ordered the grilled fish set meal.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,焼き魚定食を頼んだ。,I ordered the grilled fish set meal.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
寿司の出前を頼んだ,でまえ,demae,I ordered sushi delivery.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,寿司の出前を頼んだ。,I ordered sushi delivery.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
後輩に食事を奢った,おごる,ogoru,I treated my junior colleague to a meal.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,後輩に食事を奢った。,I treated my junior colleague to a meal.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
高価な時計を買った,こうか,kouka,I bought an expensive watch.,collocation,Food and Shopping,neutral,Draft candidate mined from an existing Kokeniwa example. Confirm the particle and natural range during editorial review.,高価な時計を買った。,I bought an expensive watch.,,,,Confirm whether this is a fixed or strongly preferred pairing rather than a freely generated phrase.
