Japanese,Kana,Romaji,Meaning,Part of speech,Chapter,Register,Usage note,Example 1 (Japanese),Example 1 (English),Example 2 (Japanese),Example 2 (English),Contrast,Misuse note
約束を守る,やくそくをまもる,yakusoku o mamoru,to keep a promise,collocation,Relationships,neutral,"守る pairs conventionally with promises, rules, and deadlines to mean honoring them.",小さな約束でもきちんと守る。,I keep even small promises.,時間どおりに来て約束を守ってくれた。,They came on time and kept their promise.,約束を破る: break a promise / 約束を果たす: fulfill a promise,Use を for the commitment maintained. 果たす focuses more on carrying out the promised act.
友達と遊ぶ,ともだちとあそぶ,tomodachi to asobu,to spend leisure time with a friend,collocation,Relationships,neutral,"The companion takes と, the location takes で, and 遊ぶ covers many forms of informal recreation.",放課後に公園で友達と遊ぶ。,I play with my friends in the park after school.,休みの日は友達と遊んだり映画を見たりする。,"On days off, I hang out with friends and watch films.",友達と出かける: go out with a friend / 子どもと遊ぶ: play with a child,Use と for the companion. に can appear with 会う but does not replace と in this basic 遊ぶ pattern.
友達が訪ねてくる,ともだちがたずねてくる,tomodachi ga tazunete kuru,for a friend to come to visit,collocation,Relationships,neutral,訪ねてくる combines visiting with movement toward the speaker's current or relevant location.,午後に学生時代の友達が訪ねてくる。,A friend from my student days is coming to visit this afternoon.,週末に近所の友達が訪ねてきた。,A neighborhood friend came to visit at the weekend.,友達が遊びに来る: a friend comes over / 友達を訪ねる: visit a friend,Use が for the visitor. Use を with 訪ねる when the person or place visited is the object.
駅前で待ち合わせる,えきまえでまちあわせる,ekimae de machiawaseru,to meet by arrangement in front of a station,collocation,Relationships,neutral,"The meeting place takes で, the other person takes と, and the time takes に.",六時に駅前で友達と待ち合わせる。,I'm meeting a friend outside the station at six.,人が多いので駅前の交番で待ち合わせた。,"Because it was crowded, we met by arrangement at the police box outside the station.",駅前で会う: meet in front of the station / 改札で待つ: wait at the ticket gate,"Use で for the meeting location. に is possible with 集合する, but not the basic 待ち合わせる place pattern."
友情を深める,ゆうじょうをふかめる,yuujou o fukameru,to deepen a friendship,collocation,Relationships,neutral,深める treats a relationship or understanding as becoming stronger or more profound.,共同生活を通して仲間との友情を深めた。,Living together deepened my friendship with the group.,何度も助け合ううちに友情を深めていった。,Helping one another repeatedly deepened their friendship.,友情が深まる: the friendship deepens / 親しくなる: become close,Use を with transitive 深める and が with intransitive 深まる.
待ち合わせに遅れる,まちあわせにおくれる,machiawase ni okureru,to be late for an arranged meeting,collocation,Relationships,neutral,The event one is late for takes に with 遅れる.,電車が遅れて待ち合わせに十分遅れた。,"The train was delayed, and I was ten minutes late for our meeting.",待ち合わせに遅れそうなら早めに連絡する。,"If I may be late for a meeting, I contact the other person early.",約束の時間に遅れる: be late for the agreed time / 待ち合わせに間に合う: make it to the meeting on time,"Use に for the event. を can mark an amount with 遅れる only in other constructions, not the appointment itself."
集まりに参加する,あつまりにさんかする,atsumari ni sanka suru,to attend or take part in a gathering,collocation,Relationships,neutral,The event joined takes に with 参加する. 集まり is broader and less formal than 会議.,地域の小さな集まりに初めて参加した。,I attended a small neighborhood gathering for the first time.,友人に誘われて読書会の集まりに参加した。,A friend invited me to join a book-club gathering.,"会合に出席する: attend a meeting, formal / 集まりを開く: hold a gathering",Use に for the event. 出席する suits formally constituted meetings; 参加する is broader.
友達に相談する,ともだちにそうだんする,tomodachi ni soudan suru,to consult a friend,collocation,Relationships,neutral,The person consulted takes に; the topic commonly takes について or をめぐって.,一人で決められず、信頼できる友達に相談した。,"I couldn't decide alone, so I consulted a friend I trust.",引っ越すかどうか友達に相談してみる。,I'll ask a friend for advice about whether to move.,友達と相談する: discuss it with a friend / 友達に打ち明ける: confide in a friend,Use に when the friend is the adviser. と emphasizes making the discussion together.
信頼を築く,しんらいをきずく,shinrai o kizuku,to build trust,collocation,Relationships,neutral,築く pairs with trust and relationships to express gradual construction through repeated action.,約束を守ることが相手との信頼を築く。,Keeping promises builds trust with the other person.,率直に話し合いながら少しずつ信頼を築いた。,We gradually built trust by speaking openly.,信頼を得る: gain trust / 信頼を失う: lose trust,Use を with 築く. 人を信頼する means to trust someone and is a different grammatical pattern.
家族と旅行する,かぞくとりょこうする,kazoku to ryokou suru,to travel with one's family,collocation,Relationships,neutral,"The companions take と; the place visited can take を, に, or へ depending on whether it is route, destination, or area traveled.",夏休みに家族と北海道を旅行した。,I traveled around Hokkaido with my family during summer vacation.,年に一度は家族と旅行するようにしている。,I try to travel with my family once a year.,家族旅行に行く: go on a family trip / 家族で旅行する: travel as a family group,Use と for companions. 家族で emphasizes the group as a unit and is also natural.
